UID,accession,collection_date,isolation_source,isolation_taxa,city,county,state,latitude,longitude,pseudo_lat,pseudo_lat,data_source
,KX547331,26-Sep-2002,,Cyanocitta cristata,,Oswego,New York,,,,,PRJNA262930
,KX547330,18-Sep-2013,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547329,24-Aug-2007,,Cyanocitta cristata,,Richmond,New York,,,,,PRJNA262930
,KX547328,03-Jul-2013,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547327,24-Aug-2006,,Corvus brachyrhynchos,,Niagara,New York,,,,,PRJNA262930
,KX547326,01-Aug-2007,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547325,20-Sep-2011,,Culiseta sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547324,14-Aug-2013,,Culiseta sp.,,Oswego,New York,,,,,PRJNA262930
,KX547323,31-Jul-2013,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547322,19-Aug-2003,,Culiseta sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547321,07-Sep-2005,,Baeolophus bicolor,,Rockland,New York,,,,,PRJNA262930
,KX547320,17-Sep-2002,,Cyanocitta cristata,,Suffolk,New York,,,,,PRJNA262930
,KX547319,07-Sep-2009,,Corvus brachyrhynchos,,Rensselaer,New York,,,,,PRJNA262930
,KX547318,19-Aug-2006,,Cyanocitta cristata,,Niagara,New York,,,,,PRJNA262930
,KX547317,27-Jul-2004,,Corvus brachyrhynchos,,Nassau,New York,,,,,PRJNA262930
,KX547316,13-Sep-2001,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547315,24-Aug-2012,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547314,27-Sep-2002,,Culex sp.,,Broome,New York,,,,,PRJNA262930
,KX547313,03-Aug-2004,,Corvus brachyrhynchos,,Oswego,New York,,,,,PRJNA262930
,KX547312,20-May-2004,,Corvus brachyrhynchos,,Niagara,New York,,,,,PRJNA262930
,KX547311,25-Sep-2003,,Sciurus carolinensis,,Albany,New York,,,,,PRJNA262930
,KX547310,26-Aug-2003,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547309,14-Aug-2008,,Corvus brachyrhynchos,,Suffolk,New York,,,,,PRJNA262930
,KX547308,30-Sep-2004,,Cyanocitta cristata,,Bronx,New York,,,,,PRJNA262930
,KX547307,15-Aug-2005,,Cyanocitta cristata,,Bronx,New York,,,,,PRJNA262930
,KX547306,02-Sep-2009,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547305,25-Aug-2002,,Corvus brachyrhynchos,,Albany,New York,,,,,PRJNA262930
,KX547304,02-Sep-2004,,Corvus brachyrhynchos,,Ulster,New York,,,,,PRJNA262930
,KX547303,27-Jul-2005,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547302,04-Aug-2004,,Corvus brachyrhynchos,,Broome,New York,,,,,PRJNA262930
,KX547301,10-Sep-2002,,Culiseta sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547300,17-Aug-2009,,Corvus brachyrhynchos,,Ulster,New York,,,,,PRJNA262930
,KX547299,25-Aug-2002,,Corvus brachyrhynchos,,Otsego,New York,,,,,PRJNA262930
,KX547298,03-Aug-2004,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547297,06-Aug-2007,,Corvus brachyrhynchos,,Orleans,New York,,,,,PRJNA262930
,KX547296,11-May-2004,,Corvus brachyrhynchos,,Columbia,New York,,,,,PRJNA262930
,KX547295,24-Aug-2011,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547294,30-Sep-2010,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547293,24-Aug-2011,,Culiseta sp.,,Oswego,New York,,,,,PRJNA262930
,KX547292,16-Sep-2009,,Culex sp.,,Sufolk,New York,,,,,PRJNA262930
,KX547291,14-Aug-2012,,Culiseta sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547290,13-Aug-2007,,Corvus brachyrhynchos,,Schenectady,New York,,,,,PRJNA262930
,KX547289,05-Oct-2005,,Corvus brachyrhynchos,,Cortland,New York,,,,,PRJNA262930
,KX547288,27-Jul-2003,,Corvus brachyrhynchos,,Broome,New York,,,,,PRJNA262930
,KX547287,29-Sep-2003,,Passer domesticus,,New,New York,,,,,PRJNA262930
,KX547286,03-Sep-2015,,Culiseta sp.,,Chautauqua,New York,,,,,PRJNA262930
,KX547285,16-Aug-2004,,Corvus brachyrhynchos,,Bronx,New York,,,,,PRJNA262930
,KX547284,15-Aug-2008,,Culex sp.,,Niagara,New York,,,,,PRJNA262930
,KX547283,30-Aug-2012,,Aedes sp.,,Nassau,New York,,,,,PRJNA262930
,KX547282,07-Sep-2004,,Cyanocitta cristata,,Orleans,New York,,,,,PRJNA262930
,KX547281,04-Jun-2004,,Corvus brachyrhynchos,,Cortland,New York,,,,,PRJNA262930
,KX547280,10-Sep-2012,,Culiseta sp.,,Oswego,New York,,,,,PRJNA262930
,KX547279,08-Jul-2010,,Culex sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547278,17-Sep-2012,,Corvus brachyrhynchos,,Albany,New York,,,,,PRJNA262930
,KX547277,23-Sep-2004,,Culex sp.,,Orange,New York,,,,,PRJNA262930
,KX547276,18-Jul-2011,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547275,03-Sep-2004,,Cyanocitta cristata,,Jefferson,New York,,,,,PRJNA262930
,KX547274,05-Sep-2013,,Culiseta sp.,,Madison,New York,,,,,PRJNA262930
,KX547273,31-Jul-2006,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547272,07-Aug-2001,,Culex sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547271,12-Aug-2006,,Cyanocitta cristata,,Seneca,New York,,,,,PRJNA262930
,KX547270,23-Aug-2006,,Corvus brachyrhynchos,,Albany,New York,,,,,PRJNA262930
,KX547269,23-Aug-2013,,Culiseta sp.,,Oswego,New York,,,,,PRJNA262930
,KX547268,09-Aug-2006,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547267,29-Sep-2003,,Cyanocitta cristata,,Dutchess,New York,,,,,PRJNA262930
,KX547266,09-Aug-2002,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547265,31-Aug-2009,,Cyanocitta cristata,,Suffolk,New York,,,,,PRJNA262930
,KX547264,16-Aug-2004,,Corvus brachyrhynchos,,Livingston,New York,,,,,PRJNA262930
,KX547263,16-Sep-2002,,Cardinalis cardinalis,,Albany,New York,,,,,PRJNA262930
,KX547262,20-Jul-2005,,Corvus brachyrhynchos,,Onondaga,New York,,,,,PRJNA262930
,KX547261,04-Sep-2002,,Passer domesticus,,Queens,New York,,,,,PRJNA262930
,KX547260,10-Aug-2006,,Corvus brachyrhynchos,,Onondaga,New York,,,,,PRJNA262930
,KX547259,11-Aug-2005,,Cyanocitta cristata,,Niagara,New York,,,,,PRJNA262930
,KX547258,12-Jul-2006,,Corvus brachyrhynchos,,Ontario,New York,,,,,PRJNA262930
,KX547257,24-Sep-2007,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547256,10-Aug-2004,,Culex sp.,,Orange,New York,,,,,PRJNA262930
,KX547255,13-Sep-2011,,Culiseta sp.,,Oswego,New York,,,,,PRJNA262930
,KX547254,17-Jul-2013,,Culex sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547253,30-May-2004,,Corvus brachyrhynchos,,St.,New York,,,,,PRJNA262930
,KX547252,13-Sep-2002,,Culiseta sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547251,19-Jul-2002,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547250,03-Aug-2006,,Corvus brachyrhynchos,,Erie,New York,,,,,PRJNA262930
,KX547249,15-Sep-2004,,Quiscalus quiscula,,Queens,New York,,,,,PRJNA262930
,KX547248,26-Sep-2003,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547247,14-Aug-2002,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547246,06-Sep-2002,,Corvus brachyrhynchos,,Chemung,New York,,,,,PRJNA262930
,KX547245,13-Sep-2002,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547244,02-Oct-2003,,Corvus brachyrhynchos,,Clinton,New York,,,,,PRJNA262930
,KX547243,23-Aug-2006,,Corvus brachyrhynchos,,Lewis,New York,,,,,PRJNA262930
,KX547242,03-Aug-2010,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547241,09-Sep-2003,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547240,03-Sep-2008,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547239,20-Aug-2003,,Culiseta sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547238,21-Aug-2002,,Corvus brachyrhynchos,,St.,New York,,,,,PRJNA262930
,KX547237,12-Aug-2004,,Corvus brachyrhynchos,,Genesee,New York,,,,,PRJNA262930
,KX547236,15-Sep-2011,,Aedes sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547235,13-Aug-2015,,Culex sp.,,Orange,New York,,,,,PRJNA262930
,KX547234,03-Jul-2012,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547233,19-Jul-2007,,Quiscalus quiscula,,Richmond,New York,,,,,PRJNA262930
,KX547232,30-Aug-2004,,Passer domesticus,,Richmond,New York,,,,,PRJNA262930
,KX547231,07-Aug-2007,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547230,20-Sep-2002,,Culex sp.,,Niagara,New York,,,,,PRJNA262930
,KX547229,29-Aug-2006,,Cyanocitta cristata,,Orleans,New York,,,,,PRJNA262930
,KX547228,10-Sep-2002,,Passer domesticus,,Richmond,New York,,,,,PRJNA262930
,KX547227,01-Sep-2011,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547226,25-Jul-2007,,Culex sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547225,17-Sep-2010,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547224,08-Sep-2006,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547223,16-Sep-2005,,Corvus brachyrhynchos,,Queens,New York,,,,,PRJNA262930
,KX547222,06-Jul-2012,,Aedes sp.,,Nassau,New York,,,,,PRJNA262930
,KX547221,23-Sep-2014,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547220,18-Aug-2011,,Coquillettidia sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547219,30-Aug-2007,,Culex sp.,,Dutchess,New York,,,,,PRJNA262930
,KX547218,14-Aug-2003,,Culex sp.,,Monroe,New York,,,,,PRJNA262930
,KX547217,29-Sep-2005,,Colaptes auratus,,Kings,New York,,,,,PRJNA262930
,KX547216,16-Sep-2011,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547215,22-Aug-2006,,Culex sp.,,Niagara,New York,,,,,PRJNA262930
,KX547214,10-Sep-2009,,Corvus brachyrhynchos,,Chautauqua,New York,,,,,PRJNA262930
,KX547213,13-Sep-2002,,Cyanocitta cristata,,Ulster,New York,,,,,PRJNA262930
,KX547212,30-Sep-2003,,Culex sp.,,Orange,New York,,,,,PRJNA262930
,KX547211,11-Sep-2006,,Corvus brachyrhynchos,,Putnam,New York,,,,,PRJNA262930
,KX547210,17-Aug-2001,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547209,22-Oct-2006,,Corvus brachyrhynchos,,Montgomery,New York,,,,,PRJNA262930
,KX547208,02-Jul-2007,,Culex sp.,,Dutchess,New York,,,,,PRJNA262930
,KX547207,14-Aug-2002,,Corvus brachyrhynchos,,Fulton,New York,,,,,PRJNA262930
,KX547206,07-Aug-2015,,Culiseta sp.,,Chautauqua,New York,,,,,PRJNA262930
,KX547205,19-Aug-2005,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547204,12-Sep-2002,,Corvus brachyrhynchos,,Washington,New York,,,,,PRJNA262930
,KX547203,04-Oct-2001,,Culex sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547202,26-Sep-2004,,Larus delawarensis,,Niagara,New York,,,,,PRJNA262930
,KX547201,20-Jul-2012,,Aedes sp.,,Nassau,New York,,,,,PRJNA262930
,KX547200,16-Aug-2012,,Culex sp.,,Orange,New York,,,,,PRJNA262930
,KX547199,20-Jul-2005,,Culex sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547198,28-Aug-2012,,Culiseta sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547197,29-Jul-2004,,Corvus brachyrhynchos,,Ontario,New York,,,,,PRJNA262930
,KX547196,17-Sep-2013,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547195,19-Sep-2007,,Corvus brachyrhynchos,,Bronx,New York,,,,,PRJNA262930
,KX547194,21-Sep-2002,,Corvus brachyrhynchos,,New,New York,,,,,PRJNA262930
,KX547193,07-Oct-2005,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547192,24-Aug-2011,,Culiseta sp.,,Oneida,New York,,,,,PRJNA262930
,KX547191,07-Aug-2008,,Culex sp.,,Dutchess,New York,,,,,PRJNA262930
,KX547190,12-Jul-2013,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547189,09-Aug-2002,,Culex sp.,,Broome,New York,,,,,PRJNA262930
,KX547188,15-Aug-2003,,Culex sp.,,Broome,New York,,,,,PRJNA262930
,KX547187,28-Aug-2008,,Corvus brachyrhynchos,,Albany,New York,,,,,PRJNA262930
,KX547186,08-Jul-2008,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
,KX547185,06-Sep-2012,,Culex sp.,,Erie,New York,,,,,PRJNA262930
,KX547184,28-Aug-2013,,Culex sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547183,22-Jul-2008,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547182,11-Sep-2002,,Culex sp.,,Orange,New York,,,,,PRJNA262930
,KX547181,24-Sep-2003,,Cyanocitta cristata,,Ulster,New York,,,,,PRJNA262930
,KX547180,07-Sep-2006,,Corvus brachyrhynchos,,Oswego,New York,,,,,PRJNA262930
,KX547179,08-Aug-2002,,Corvus brachyrhynchos,,Richmond,New York,,,,,PRJNA262930
,KX547178,13-Aug-2003,,Culiseta sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547177,06-Jul-2012,,Culex sp.,,Rockland,New York,,,,,PRJNA262930
,KX547176,12-Aug-2003,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547175,10-Jul-2008,,Culex sp.,,Suffolk,New York,,,,,PRJNA262930
,KX547174,16-Jul-2013,,Culex sp.,,Westchester,New York,,,,,PRJNA262930
,KX547173,31-Aug-2005,,Corvus brachyrhynchos,,Orleans,New York,,,,,PRJNA262930
,KX547172,02-Sep-2009,,Corvus ossifragus,,Greene,New York,,,,,PRJNA262930
,KX547171,03-Aug-2011,,Culiseta sp.,,Oneida,New York,,,,,PRJNA262930
,KX547170,23-Sep-2003,,Culiseta sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547169,02-Sep-2015,,Culiseta sp.,,Oswego,New York,,,,,PRJNA262930
,KX547168,27-Sep-2012,,Carpodacus mexicanus,,Albany,New York,,,,,PRJNA262930
,KX547167,04-Sep-2013,,Culiseta sp.,,Onondaga,New York,,,,,PRJNA262930
,KX547166,28-Oct-2003,,Equus caballus,,Greene,New York,,,,,PRJNA262930
,KX547165,10-Sep-2005,,Cyanocitta cristata,,Broome,New York,,,,,PRJNA262930
,KX547164,08-Sep-2006,,Culex sp.,,Nassau,New York,,,,,PRJNA262930
